Iso3,Area,StartDate (Food security),EndDate (Food Security),Item,Unit,Value,GHI Reference Year,GHI_Score,GHI_Rank,Absolute change since 2016,% change since 2016,Undernourishment_Pct (% of population),Child_Wasting_Pct (% of children under five years old),Child_Stunting_Pct (% of children under five years old),Child_Mortality_Pct (% of children under five years old),Note
PHL,Philippines,2003-01-01,2003-12-31,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),kcal/cap/d,2378,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2003-01-01,2005-12-31,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),kcal/cap/d,2428,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2003-01-01,2005-12-31,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",%,59,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2003-01-01,2005-12-31,Average protein supply (g/cap/day) (3-year average),g/cap/d,56.1,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2003-01-01,2005-12-31,Average supply of protein of animal origin (g/cap/day) (3-year average),g/cap/d,23.1,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2003-01-01,2003-12-31,"Gross domestic product per capita, PPP, (constant 2017 international $)",Int$/cap,5111.3,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2003-01-01,2005-12-31,Prevalence of undernourishment (percent) (3-year average),%,16.2,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2003-01-01,2005-12-31,Number of people undernourished (million) (3-year average),million No,13.7,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2003-01-01,2005-12-31,Cereal import dependency ratio (percent) (3-year average),%,21.2,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2003-01-01,2005-12-31,Percent of arable land equipped for irrigation (percent) (3-year average),%,4.7,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2003-01-01,2005-12-31,Value of food imports in total merchandise exports (percent) (3-year average),%,6,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2003-01-01,2003-12-31,Political stability and absence of violence/terrorism (index),,-1.56,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2003-01-01,2003-12-31,Per capita food supply variability (kcal/cap/day),kcal/cap/d,25,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2003-01-01,2003-12-31,Percentage of population using safely managed drinking water services (percent),%,43,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2003-01-01,2003-12-31,Percentage of population using at least basic drinking water services (percent),%,87,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2003-01-01,2003-12-31,Percentage of population using safely managed sanitation services (percent),%,47,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2003-01-01,2003-12-31,Percentage of population using at least basic sanitation services (percent),%,66,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2003-01-01,2003-12-31,Percentage of children under 5 years affected by wasting (percent),%,5.8,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2003-01-01,2003-12-31,Number of children under 5 years affected by wasting (million),million No,0.6,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2003-01-01,2003-12-31,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),%,33.9,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2003-01-01,2003-12-31,Number of children under 5 years of age who are stunted (modeled estimates) (million),million No,3.7,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2003-01-01,2003-12-31,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),%,2.5,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2003-01-01,2003-12-31,Number of children under 5 years of age who are overweight (modeled estimates) (million),million No,0.3,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2003-01-01,2003-12-31,Prevalence of obesity in the adult population (18 years and older) (percent),%,3.9,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2003-01-01,2003-12-31,Number of obese adults (18 years and older) (million),million No,1.8,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2003-01-01,2003-12-31,Prevalence of anemia among women of reproductive age (15-49 years) (percent),%,23.3,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2003-01-01,2003-12-31,Number of women of reproductive age (15-49 years) affected by anemia (million),million No,4.9,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2003-01-01,2003-12-31,Prevalence of exclusive breastfeeding among infants 0-5 months of age (percent),%,34,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2003-01-01,2003-12-31,Prevalence of low birthweight (percent),%,20.8,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2003-01-01,2003-12-31,Number of newborns with low birthweight (million),million No,0.5,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2003-01-01,2003-12-31,Minimum dietary energy requirement  (kcal/cap/day),kcal/cap/d,1701,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2003-01-01,2003-12-31,Average dietary energy requirement (kcal/cap/day),kcal/cap/d,2190,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2003-01-01,2003-12-31,Coefficient of variation of habitual caloric consumption distribution (real number),No,0.29,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2003-01-01,2003-12-31,Incidence of caloric losses at retail distribution level (percent),%,3.28,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2003-01-01,2005-12-31,Average fat supply (g/cap/day) (3-year average),g/cap/d,46.4,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2004-01-01,2006-12-31,Average dietary energy supply adequacy (percent) (3-year average),%,112,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2004-01-01,2004-12-31,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),kcal/cap/d,2447,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2004-01-01,2006-12-31,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),kcal/cap/d,2468,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2004-01-01,2006-12-31,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",%,60,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2004-01-01,2006-12-31,Average protein supply (g/cap/day) (3-year average),g/cap/d,57.3,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2004-01-01,2006-12-31,Average supply of protein of animal origin (g/cap/day) (3-year average),g/cap/d,23.3,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2004-01-01,2004-12-31,"Gross domestic product per capita, PPP, (constant 2017 international $)",Int$/cap,5339.9,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2004-01-01,2006-12-31,Prevalence of undernourishment (percent) (3-year average),%,14.6,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2004-01-01,2006-12-31,Number of people undernourished (million) (3-year average),million No,12.6,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2004-01-01,2006-12-31,Cereal import dependency ratio (percent) (3-year average),%,21.7,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2004-01-01,2006-12-31,Percent of arable land equipped for irrigation (percent) (3-year average),%,4.7,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2004-01-01,2006-12-31,Value of food imports in total merchandise exports (percent) (3-year average),%,6,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2004-01-01,2004-12-31,Political stability and absence of violence/terrorism (index),,-1.71,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2004-01-01,2004-12-31,Per capita food supply variability (kcal/cap/day),kcal/cap/d,17,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2004-01-01,2004-12-31,Percentage of population using safely managed drinking water services (percent),%,44,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2004-01-01,2004-12-31,Percentage of population using at least basic drinking water services (percent),%,88,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2004-01-01,2004-12-31,Percentage of population using safely managed sanitation services (percent),%,47,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
PHL,Philippines,2004-01-01,2004-12-31,Percentage of population using at least basic sanitation services (percent),%,66,2000,24.9,24.9,-3.5,-19.6,18.8,8,38.3,3.7,This entry is grouped under the 2000 range (1998–2004) because its data collection started between 1998 and 2004.
